gun,month,year,count_guns,latitude,longitude,n_killed,n_injured,count_total_guns,gun_percentage,date
20 gauge,5,2017,2,40.7674,-78.6498,0,0,1540,0.12987012987012986,2017-05-01
22 LR,5,2017,78,39.28753733333334,-91.96958800000002,9,15,1540,5.064935064935065,2017-05-01
25 Auto,5,2017,12,37.50458333333333,-87.97522500000001,0,2,1540,0.7792207792207793,2017-05-01
30-06 Spr,5,2017,2,50.7369,-124.5086,0,0,1540,0.12987012987012986,2017-05-01
308 Win,5,2017,1,45.3138,-94.9555,0,0,1540,0.06493506493506493,2017-05-01
32 Auto,5,2017,14,39.50057857142856,-81.05062142857143,2,2,1540,0.9090909090909091,2017-05-01
357 Mag,5,2017,9,36.500388888888885,-87.75465555555554,1,1,1540,0.5844155844155844,2017-05-01
38 Spl,5,2017,58,38.92283103448275,-83.99306896551725,3,7,1540,3.7662337662337664,2017-05-01
380 Auto,5,2017,45,38.57029545454545,-82.66679772727274,3,12,1540,2.9220779220779223,2017-05-01
40 SW,5,2017,89,38.577400000000004,-86.78773483146061,12,15,1540,5.779220779220779,2017-05-01
410 gauge,5,2017,4,32.591525,-81.73305,1,1,1540,0.2597402597402597,2017-05-01
44 Mag,5,2017,3,42.059666666666665,-82.20843333333333,1,0,1540,0.19480519480519481,2017-05-01
45 Auto,5,2017,56,39.081535714285714,-88.58068750000002,5,7,1540,3.6363636363636362,2017-05-01
9mm,5,2017,197,38.28848307692308,-83.29749948717956,9,43,1540,12.792207792207792,2017-05-01
Handgun,5,2017,681,38.18323393124065,-91.02800926756343,93,92,1540,44.22077922077922,2017-05-01
Other,5,2017,29,38.958351724137934,-81.04095862068965,1,3,1540,1.8831168831168832,2017-05-01
Rifle,5,2017,116,38.26738684210525,-94.10105789473691,17,32,1540,7.532467532467533,2017-05-01
Shotgun,5,2017,119,38.385581896551734,-91.26220000000004,14,24,1540,7.7272727272727275,2017-05-01
10mm,6,2016,1,61.5803,-149.611,1,0,1611,0.06207324643078833,2016-06-01
12 gauge,6,2016,34,38.28002580645162,-85.47799032258065,3,4,1611,2.1104903786468032,2016-06-01
16 gauge,6,2016,1,27.5199,-80.9919,0,1,1611,0.06207324643078833,2016-06-01
20 gauge,6,2016,5,35.72888,-83.27062000000001,0,1,1611,0.31036623215394166,2016-06-01
22 LR,6,2016,80,40.56697105263157,-87.0902421052632,6,18,1611,4.9658597144630665,2016-06-01
25 Auto,6,2016,12,37.23100833333333,-83.53015833333335,1,1,1611,0.74487895716946,2016-06-01
30-30 Win,6,2016,2,47.6742,-119.1011,0,0,1611,0.12414649286157665,2016-06-01
308 Win,6,2016,4,37.346525,-91.31507500000001,1,0,1611,0.2482929857231533,2016-06-01
32 Auto,6,2016,9,38.709166666666675,-74.6792111111111,0,3,1611,0.5586592178770949,2016-06-01
357 Mag,6,2016,20,40.673725,-83.95843499999998,3,0,1611,1.2414649286157666,2016-06-01
38 Spl,6,2016,45,37.962644444444436,-84.34112,3,9,1611,2.793296089385475,2016-06-01
380 Auto,6,2016,42,37.44969512195122,-81.4067463414634,3,10,1611,2.60707635009311,2016-06-01
40 SW,6,2016,66,37.650756666666666,-84.47094833333334,11,20,1611,4.0968342644320295,2016-06-01
410 gauge,6,2016,1,29.5972,-95.7862,0,1,1611,0.06207324643078833,2016-06-01
44 Mag,6,2016,6,42.01671666666667,-74.9648,0,0,1611,0.37243947858473,2016-06-01
45 Auto,6,2016,58,40.44136296296296,-91.49382037037033,9,11,1611,3.6002482929857234,2016-06-01
9mm,6,2016,168,37.93084347826087,-83.89102857142855,74,67,1611,10.42830540037244,2016-06-01
Handgun,6,2016,798,38.94532983354687,-86.4839414852752,110,150,1611,49.534450651769085,2016-06-01
Other,6,2016,25,38.7119,-89.46294400000001,0,0,1611,1.5518311607697082,2016-06-01
Rifle,6,2016,118,39.37282033898304,-87.57270593220339,34,17,1611,7.324643078833023,2016-06-01
Shotgun,6,2016,116,39.06561592920356,-88.34036725663721,31,15,1611,7.200496585971447,2016-06-01
10mm,6,2017,1,42.8443,-91.8066,0,0,1503,0.0665335994677312,2017-06-01
12 gauge,6,2017,25,38.56381999999999,-88.57344,1,4,1503,1.66333998669328,2017-06-01
16 gauge,6,2017,1,35.8146,-80.2563,0,0,1503,0.0665335994677312,2017-06-01
20 gauge,6,2017,2,35.9618,-77.83985,1,0,1503,0.1330671989354624,2017-06-01
22 LR,6,2017,62,38.08350161290322,-88.68068870967744,5,8,1503,4.125083166999334,2017-06-01
