state,year,count_perpetrators,latitude,longitude,mean_n_killed,mean_n_injured,mean_age,count_underages,count_males,count_females,fip,state_abbr,population,underages_ratio,male_pctg,female_pctg,perpetrators_per_1M
Washington,2018,209,47.22634666666668,-121.40606153846159,0.24401913875598086,0.3588516746411483,31.036496350364963,18.0,163,17,53,WA,7523869,0.0861244019138756,90.55555555555556,9.444444444444445,27.778261423743555
West Virginia,2013,2,38.8484,-81.40485,2.0,3.0,29.0,0.0,2,0,54,WV,1853914,0.0,100.0,0.0,1.0787986929275037
West Virginia,2014,352,38.46974643874647,-81.26615270655272,0.1903409090909091,0.3096590909090909,31.45876288659794,15.0,320,27,54,WV,1849489,0.04261363636363636,92.21902017291066,7.780979827089337,190.32284052513964
West Virginia,2015,340,38.407559759759785,-81.28086246246245,0.17352941176470588,0.45588235294117646,31.633187772925766,12.0,286,36,54,WV,1842050,0.03529411764705882,88.81987577639751,11.180124223602485,184.57696588040497
West Virginia,2016,387,38.596134441087564,-81.02722809667678,0.28165374677002586,0.3875968992248062,34.0625,7.0,330,30,54,WV,1831023,0.01808785529715762,91.66666666666667,8.333333333333334,211.35725766415823
West Virginia,2017,393,38.612267226890715,-81.19271512605054,0.20610687022900764,0.37659033078880405,32.47872340425532,24.0,331,49,54,WV,1817004,0.061068702290076333,87.10526315789474,12.894736842105264,216.29011273502977
West Virginia,2018,68,38.57599508196723,-81.03050655737705,0.3235294117647059,0.29411764705882354,30.955555555555556,3.0,54,6,54,WV,1804291,0.04411764705882353,90.0,10.0,37.68793393083488
Wisconsin,2014,861,43.38282686046507,-88.72570372093023,0.1254355400696864,0.24390243902439024,27.10144927536232,99.0,715,35,55,WI,5751525,0.11498257839721254,95.33333333333333,4.666666666666667,149.69942754312987
Wisconsin,2015,823,43.463886642156815,-88.83558443627442,0.17132442284325639,0.3888213851761847,27.84280303030303,110.0,717,48,55,WI,5760940,0.1336573511543135,93.72549019607843,6.2745098039215685,142.8586307095717
Wisconsin,2016,592,43.34641956124315,-88.75847495429618,0.24324324324324326,0.3327702702702703,28.480392156862745,83.0,497,32,55,WI,5772628,0.14020270270270271,93.95085066162571,6.049149338374291,102.55294469000947
Wisconsin,2017,685,43.429257548579976,-88.71903692077714,0.22481751824817517,0.3197080291970803,28.524774774774773,89.0,542,49,55,WI,5790186,0.12992700729927006,91.70896785109983,8.29103214890017,118.30362617021284
Wisconsin,2018,241,43.32299534883722,-88.9776865116279,0.17012448132780084,0.3153526970954357,30.95,25.0,203,11,55,WI,5807406,0.1037344398340249,94.85981308411215,5.140186915887851,41.4987345468872
Wyoming,2014,34,42.80583235294119,-106.87752941176471,0.38235294117647056,0.23529411764705882,38.857142857142854,2.0,29,3,56,WY,582531,0.058823529411764705,90.625,9.375,58.36599253945283
Wyoming,2015,51,42.38408,-106.10519999999998,0.35294117647058826,0.23529411764705882,31.071428571428573,1.0,44,7,56,WY,585613,0.0196078431372549,86.27450980392157,13.72549019607843,87.08823062329559
Wyoming,2016,54,42.4497962264151,-106.02707547169813,0.3333333333333333,0.2222222222222222,37.325,2.0,46,7,56,WY,584215,0.037037037037037035,86.79245283018868,13.20754716981132,92.43172462192857
Wyoming,2017,60,42.18130166666667,-106.11819999999999,0.15,0.11666666666666667,34.37735849056604,4.0,55,4,56,WY,578931,0.06666666666666667,93.22033898305085,6.779661016949152,103.63929380185203
Wyoming,2018,8,42.518012500000005,-106.29987500000001,0.75,0.0,39.42857142857143,0.0,8,0,56,WY,577601,0.0,100.0,0.0,13.850391533255655
